UID,Client,Responsible Officer,Pro Class,Contract Title,Route to Market,Agreement Type,Contract Start Date,Contract Term (Months),Maximum Duration of Contract (Months),Contract End Date,Ext. Applied to Contract,Maximum Extend Date,Review Date,Estimated Annual Value,Estimated Total Value,Supplier Name,Supplier Type,Registered Number,Postcode,Council Directorate
4170,Stockport Council,-,121300-Cemetery & Crematorium : Body Transport Service : ,Coroners' Body Removal Service (West and City Coronial Districts),-,-,-,-,-,-,-,-,-,-,-,Bate & Holland ,SME,7550105,M191FE,Stockport- Corporate & Support Services
4181,Stockport Council,Michael Halsall,151000-Consultancy : Business : ,Management of Stockport Market,Tender,Contract,01/09/2018,60,84,31/08/2023,No,31/08/2025,20/02/2023,"Â£175,214.00","Â£1,226,500.00",Market Place Management ,Micro,6253601,Ol7 0JG,Stockport- Services to Place
4258,Stockport Council,Liam Gilmore,271440-Information Communication Technology : Software : ,PMS System,Exemption,Contract,01/02/2017,46,46,30/11/2020,,30/11/2020,29/07/2020,"Â£13,345.00","Â£13,345.00",GuestLine Limited,Large,2661520,SY2 6LG,Stockport- Corporate & Support Services
4269,Stockport Council,Rachael Tither,321000Â  Social Community Care Supplies & Services - Adult,Support at Home FPS (Homecare),OJEU Tender (Light Touch),Contract,01/09/2018,120,120,31/08/2028,No,31/08/2028,01/09/2027,"Â£35,000,000.00","Â£350,000,000.00",various,various,various,various,Stockport- Services to Place
4287,Stockport Council,Tim Kulewa,419999-Social Community Care Supplies & Services : Not Elsewhere Classified : ,Support for Young Carers,Tender,Contract,01/04/2018,36,60,31/03/2021,No,31/03/2023,01/09/2020,"Â£108,761.00","Â£543,805.00",Signpost Stockport for Carers,Small,4176004,SK4 3LD,Stockport- Services to People
4317,Stockport Council,Liam Gilmore,152050-Consultancy : Property : ,Housing Stock Modelling,Exemption,Contract,01/01/2018,36,36,31/12/2020,,31/12/2020,30/09/2020,"Â£10,837.00","Â£32,511.00",BRE (Building Research Establishment),Large,3548352,WD25 9XX,Stockport- Services to Place
4322,Stockport Council,Gary Lee,271200-Information Communication Technology : Hardware : ,Replacement of RFID Kiosks,Call Off (External),Contract,15/02/2018,60,60,14/02/2023,,14/02/2023,01/06/2022,"Â£165,000.00","Â£165,000.00",Bibliotheca,SME,2983151,SK8 7BS,Stockport- Corporate & Support Services
4362,Stockport Council,Liam Gilmore,271440-Information Communication Technology : Software : ,Data Assessment Package for Schools,Exemption,Contract,01/02/2018,36,36,31/01/2021,,31/01/2021,01/10/2020,"Â£3,975.00","Â£11,925.00",Board Works Ltd,Small,4064340,OX4 1LF,Stockport- Services to People
4368,Stockport Council,Gary Lee,201800-Financial Services : Insurance : ,Insurance: Lot 6: Liability & Lot 12: Directors & Officers,OJEU Tender,Contract,01/12/2017,36,60,30/11/2020,No,29/11/2022,30/11/2019,"Â£375,500.00","Â£1,763,685.00",Risk Management Partners Ltd,Large,2989025,EC4N 8AW,Stockport- Corporate & Support Services
4369,Stockport Council,Gary Lee,201820-Financial Services : Insurance : Property,Insurance: Lot 3: Leaseholders Property,OJEU Tender,Contract,01/12/2017,36,60,30/11/2020,No,29/11/2022,30/11/2019,"Â£59,626.94","Â£298,134.70",NIG: Arthur J. Gallagher Insurance Brokers Ltd,Large,SC108909,G2 7AT,Stockport- Corporate & Support Services
4370,Stockport Council,Gary Lee,201800-Financial Services : Insurance : ,Insurance: Lot 4: All Risks (art & regalia),OJEU Tender,Contract,01/12/2017,36,60,30/11/2020,No,29/11/2022,30/11/2019,"Â£4,594.60","Â£22,973.00",AXA Art Insurance UK SE,Large,HRB91336,"51067 Koln, Germany",Stockport- Corporate & Support Services
4371,Stockport Council,Gary Lee,201800-Financial Services : Insurance : ,Insurance: Lot 5: Terrorism,OJEU Tender,Contract,01/12/2017,36,60,30/11/2020,,29/11/2022,30/11/2019,"Â£28,500.00","Â£142,500.00",Chaucer Syndicates Limited,Large,9588515,E5 9AB,Stockport- Corporate & Support Services
4384,Stockport Council,Daniel Hart,271200-Information Communication Technology : Hardware : ,Open Library System ,Call Off (External),Contract,21/01/2018,60,60,01/02/2023,,01/02/2023,01/08/2022,"Â£9,936.46","Â£157,825.80",Bibliotheca,Large,2983151,SK8 7BS,Stockport- Corporate & Support Services
4397,Stockport Council,Shirella Simms,321100-Social Community Care Supplies & Services - Children :  ,"Children's Rights, Independent Visitors and Advocacy Services",Tender,Contract,01/04/2018,36,48,31/03/2021,Yes,31/03/2022,01/10/2021,"Â£30,000.00","Â£120,000.00",Coram Voice,VCSE,3050826,WC1N 2QA,Stockport- Services to People
4413,Stockport Council,Michael Crook,271440-Information Communication Technology : Software : ,E Learning Tool,Exemption,Contract,14/03/2018,36,48,13/03/2021,No,13/03/2022,09/09/2019,"Â£28,741.00","Â£114,964.00",Learning Pool Limited,Medium,NI060102 ,BT48 7EL ,Stockport- Corporate & Support Services
4422,Stockport Council,Carla Cooke,201800-Financial Services : Insurance : ,Loss Adjustment Services - Loss adjusting services for our property damage claims as well as for our Balance of Risk claims,RBS - Low/Med - Simple (RFQ),Contract,01/04/2019,19,43,28/11/2020,No,28/11/2022,01/08/2020,"Â£6,700.00","Â£33,333.00",McClarens ,SME,2561541,EC3N 1DY,Stockport- Corporate & Support Services
4437,Stockport Council,Phil Stephens,271440-Information Communication Technology : Software : ,BIM Software and Specialist Training Service,RBS - Low/Med - Simple (RFQ),Contract,01/04/2018,36,48,31/03/2021,No,31/03/2022,01/10/2019,"Â£30,000.00","Â£120,000.00",Cadassist Ltd,Small,1994562,SK7 1AH,Stockport- Services to Place
4442,Stockport Council,Catherine Judge,261520-Human Resources : Training & Conferences : Training,Apprentice Training and End-point Assessments ,Call Off (External),Call Off (External),02/01/2018,36,48,02/01/2021,No,02/01/2022,02/01/2020,"Â£24,324.32","Â£97,297.28",Acorn Training Ltd,Medium,6517343,ST6 6BD,Stockport- Services to People
4461,Stockport Council,Michael Halsall,121300-Cemetery & Crematorium : Body Transport Service : ,Coroners' Body Removal Service (South Coronial District),OJEU Tender,Framework Agreement,01/04/2018,48,48,31/03/2022,,31/03/2022,31/03/2019,"Â£141,460.00","Â£565,840.00",Kane Funeral Service,SME,10703888,WA10 2JJ,Stockport- Corporate & Support Services
4471,Stockport Council,Gary Lee,271440-Information Communication Technology : Software : ,Locta Tracing Solution Software,Exemption,Contract,01/04/2018,60,60,31/03/2023,,31/03/2023,01/12/2022,"Â£2,800.00","Â£14,000.00",Magnet Solutions Ltd,Small,4304138,M3 3EB,Stockport- Corporate & Support Services
4479,Stockport Council,Gary Lee,271440-Information Communication Technology : Software : ,"LACHS Claim Handling System Update, Support and Maintenance",Exemption,Contract,30/04/2018,60,60,29/04/2023,,29/04/2023,01/12/2022,"Â£4,999.00","Â£31,495.00",JC Applications Developments Ltd,Small,7000813,GU33 6JS,Stockport- Corporate & Support Services
4505,Stockport Council,Shirella Simms,321000Â  Social Community Care Supplies & Services - Adult,Citizen Advice Service,Local Services,Contract,01/04/2019,12,36,31/03/2020,No,31/03/2022,01/12/2019,"Â£200,000.00","Â£1,953,000.00",Pennine West Citizens Advice Bureau Ltd TA Citizens Advice Stockport,VCSE,8290395,OL1 1HP,Stockport- Services to People
4582,Stockport Council,Shirella Simms,321100-Social Community Care Supplies & Services - Children :  ,Therapy Services Â Valley School at Overdale Centre,Quote (DO NOT USE),Contract,01/09/2018,11,22,31/07/2020,Yes,31/07/2020,31/01/2019,"Â£25,000.00","Â£50,000.00",SpeechWise Therapy and Manchester Occupational Therapy Services (MOTS),SME,10936222,SK5 7DL,Stockport- Services to People
4630,Stockport Council,Rachael Tither,321000Â  Social Community Care Supplies & Services - Adult,Mental Health Services - Lot 1,OJEU Tender (Light Touch),Contract,01/05/2019,35,47,31/03/2022,No,31/03/2023,01/05/2021,"Â£180,000.00","Â£720,000.00",Stockport Progress and Recovery Centre (SPARC),VCSE,1862257,SK2 6RE,Stockport- Services to People
4631,Stockport Council,Rachael Tither,321000Â  Social Community Care Supplies & Services - Adult,Mental Health Services - Lot 2,OJEU Tender (Light Touch),Contract,01/04/2019,35,47,31/03/2022,no,31/03/2023,01/05/2021,"Â£152,000.00","Â£608,000.00",Pure Innovation Limited,VCSE,5241249,SK7 5ER,Stockport- Services to People
4662,Stockport Council,Catherine Judge,171040-Education : Educational Placements : ,Additional support provided to an individual via the high needs funding to allow this individual to attend the Oldham College. ,Procured by Other,Contract,-,-,-,-,-,-,-,"Â£7,578.60","Â£7,578.60",Oldham College,Large,-,OL9 6AA,Stockport- Services to Place
4665,Stockport Council,Justina Woo-Swirad,151513-Healthcare : Public Health : GP Surgery Services,Locally Commissioned Services - GPs only,Exemption,Contract,01/04/2019,24,24,31/03/2021,No,31/03/2021,01/10/2020,"Â£298,000.00","Â£596,000.00",Any GP within the borough of Stockport,Various,Various,Various,Stockport- Services to People
4666,Stockport Council,Justina Woo-Swirad,151513-Healthcare : Public Health : GP Surgery Services,Locally Commissioned Services - Pharmacies only,Exemption,Contract,01/04/2019,24,24,31/03/2021,No,31/03/2021,01/10/2020,"Â£37,216.00","Â£74,432.00",Any Pharmacy within the borough of Stockport,Various,Various,Various,Stockport- Services to Place
4763,Stockport Council,Catherine Judge,311100-Healthcare : Counselling : ,Samaritans - Suicide Prevention Programme,Exemption,Contract,01/04/2019,24,24,31/03/2021,No,31/03/2021,01/09/2020,"Â£10,000.00","Â£20,000.00",Samaritans,VCSE,757372,SK4 3LD,Stockport- Services to Place
4790,Stockport Council,Justina Woo-Swirad,310000Â  Healthcare,PaSH GM (SHIP) Contract,Procured by Other,Contract,01/07/2017,24,48,30/06/2021,Yes,31.06.2021,01/11/2020,"Â£33,596.00","Â£100,788.00",BHA For Equality,Large,3818058,LS1 5RD,Stockport- Services to People
5023,Stockport Council,Sarah Keating,182011-Environmental Services : Waste Management : Consumables (was Equipment),Refuse Sacks,Call Off (External),Contract,01/05/2019,24,24,30/04/2021,No,30/04/2021,01/10/2020,"Â£9,263.00","Â£18,526.00",Cromwell Polythene Ltd,SME,2230104,LS25 6PL,Stockport- Services to Place
5072,Stockport Council,Paul Atherton,331200-Sports & Playground Equipment & Maintenance : Sports Equipment Maintenance : ,Maintenance of Gymnasium / Sports Hall Equipment,OJEU Tender,Contract,01/04/2018,36,48,31/03/2021,No,31/03/2022,01/12/2020,"Â£3,891.00","Â£15,564.00",Sportsafe UK Ltd,SME,3370067,C01 2TJ,Stockport- Services to Place
5104,Stockport Council,Mike Fanning,181500-Environmental Services : Animal Services : Pest & Animal Control,Pest Control Chemicals,Call Off (External),Framework Agreement,01/11/2017,36,48,31/10/2020,No,31/10/2021,01/07/2020,"Â£7,800.00","Â£23,400.00",Killgerm Chemicals Ltd,SME,2794829,WF5 9AR,Stockport- Services to Place
5132,Stockport Council,Jamie Cooper,192213-Facilities & Management Services : Security : Manned Guarding,Recruitment of SIA Registered Security Staff,RBS - Low/Med - Simple (RFQ),Contract,01/09/2018,36,36,31/08/2021,No,31/08/2023,01/01/2021,"Â£10,500.00","Â£35,000.00",The Exclusec Group Ltd,SME,7342491,BL1 4TQ,Stockport- Services to Place
5243,Stockport Council,Paul Atherton,211200-Furniture & Soft Furnishings : Office Furniture : ,Office Furniture ,Call Off (External),Contract,01/12/2018,24,48,31/11/2020,No,31/11/2022,01/08/2020,"Â£50,000.00","Â£200,000.00",H Jenkinson & Co Ltd,SME,169844,L34 9JR ,Stockport- Services to Place
5307,Stockport Council,Paul Atherton,230000Â  Highway Equipment & Materials,Automatic Bollards in Stockport Town Centre,Exemption,Contract,10/06/2019,60,60,09/06/2024,No,,,"Â£40,421","Â£40,421",ATG Access Ltd,SME,2643622,WA11 9TP,Stockport- Services to Place
6005,Stockport Council,Catherine Judge,261520-Human Resources : Training & Conferences : Training,Apprentice Training and End-point Assessments ,Call Off (External),Call Off (External),02/01/2018,36,48,02/01/2021,No,02/01/2022,02/01/2020,"Â£24,324.32","Â£97,297.28",Ashley Hunter Ltd,Medium,7564626,0L1 1TE,Stockport- Services to People
6006,Stockport Council,Catherine Judge,261520-Human Resources : Training & Conferences : Training,Apprentice Training and End-point Assessments ,Call Off (External),Call Off (External),02/01/2018,36,48,02/01/2021,No,02/01/2022,02/01/2020,"Â£24,324.32","Â£97,297.28",Axia Solutions Ltd,Medium,3737341,ST4 4RJ,Stockport- Services to People
6007,Stockport Council,Catherine Judge,261520-Human Resources : Training & Conferences : Training,Apprentice Training and End-point Assessments ,Call Off (External),Call Off (External),02/01/2018,36,48,02/01/2021,No,02/01/2022,02/01/2020,"Â£24,324.32","Â£97,297.28",Baltic Training Services Ltd,Medium,5868493,TS25 1PW,Stockport- Services to People
6008,Stockport Council,Catherine Judge,261520-Human Resources : Training & Conferences : Training,Apprentice Training and End-point Assessments ,Call Off (External),Call Off (External),02/01/2018,36,48,02/01/2021,No,02/01/2022,02/01/2020,"Â£24,324.32","Â£97,297.28",Bespoke Consultancy and Education Ltd,Medium,8730523,BS24 8EE,Stockport- Services to People
6009,Stockport Council,Catherine Judge,261520-Human Resources : Training & Conferences : Training,Apprentice Training and End-point Assessments ,Call Off (External),Call Off (External),02/01/2018,36,48,02/01/2021,No,02/01/2022,02/01/2020,"Â£24,324.32","Â£97,297.28",Blackburn College,Medium,,BB2 1LH,Stockport- Services to People
6010,Stockport Council,Catherine Judge,261520-Human Resources : Training & Conferences : Training,Apprentice Training and End-point Assessments ,Call Off (External),Call Off (External),02/01/2018,36,48,02/01/2021,No,02/01/2022,02/01/2020,"Â£24,324.32","Â£97,297.28",Blackrock (London) Ltd,Medium,10478695,TN12 6UT,Stockport- Services to People
6011,Stockport Council,Catherine Judge,261520-Human Resources : Training & Conferences : Training,Apprentice Training and End-point Assessments ,Call Off (External),Call Off (External),02/01/2018,36,48,02/01/2021,No,02/01/2022,02/01/2020,"Â£24,324.32","Â£97,297.28",Learning Curve Group Ltd (LCG),Medium,5233487,DL14 6XB,Stockport- Services to People
6012,Stockport Council,Catherine Judge,261520-Human Resources : Training & Conferences : Training,Apprentice Training and End-point Assessments ,Call Off (External),Call Off (External),02/01/2018,36,48,02/01/2021,No,02/01/2022,02/01/2020,"Â£24,324.32","Â£97,297.28",Damar Ltd,Medium,1469426,SK1 1HE,Stockport- Services to People
6013,Stockport Council,Catherine Judge,261520-Human Resources : Training & Conferences : Training,Apprentice Training and End-point Assessments ,Call Off (External),Call Off (External),02/01/2018,36,48,02/01/2021,No,02/01/2022,02/01/2020,"Â£24,324.32","Â£97,297.28",Dawn Hodge Associates Limited,Medium,4130146,CH64 3RU,Stockport- Services to People
6014,Stockport Council,Catherine Judge,261520-Human Resources : Training & Conferences : Training,Apprentice Training and End-point Assessments ,Call Off (External),Call Off (External),02/01/2018,36,48,02/01/2021,No,02/01/2022,02/01/2020,"Â£24,324.32","Â£97,297.28",Essential Learning Company Limited,Medium,4171904,CV1 2EL,Stockport- Services to People
6015,Stockport Council,Catherine Judge,261520-Human Resources : Training & Conferences : Training,Apprentice Training and End-point Assessments ,Call Off (External),Call Off (External),02/01/2018,36,48,02/01/2021,No,02/01/2022,02/01/2020,"Â£24,324.32","Â£97,297.28",Expanse Group Limited,Medium,8475076,WN7 4JY,Stockport- Services to People
6016,Stockport Council,Catherine Judge,261520-Human Resources : Training & Conferences : Training,Apprentice Training and End-point Assessments ,Call Off (External),Call Off (External),02/01/2018,36,48,02/01/2021,No,02/01/2022,02/01/2020,"Â£24,324.32","Â£97,297.28",FLM Training Limited,Medium,8384009,WN3 6XU,Stockport- Services to People
6017,Stockport Council,Catherine Judge,261520-Human Resources : Training & Conferences : Training,Apprentice Training and End-point Assessments ,Call Off (External),Call Off (External),02/01/2018,36,48,02/01/2021,No,02/01/2022,02/01/2020,"Â£24,324.32","Â£97,297.28",G P Strategies Training Limited,Medium,8003851,WA14 2DT,Stockport- Services to People
6018,Stockport Council,Catherine Judge,261520-Human Resources : Training & Conferences : Training,Apprentice Training and End-point Assessments ,Call Off (External),Call Off (External),02/01/2018,36,48,02/01/2021,No,02/01/2022,02/01/2020,"Â£24,324.32","Â£97,297.28",HIT Training Limited,Medium,5765957,BN43 5FF,Stockport- Services to People
6020,Stockport Council,Catherine Judge,261520-Human Resources : Training & Conferences : Training,Apprentice Training and End-point Assessments ,Call Off (External),Call Off (External),02/01/2018,36,48,02/01/2021,No,02/01/2022,02/01/2020,"Â£24,324.32","Â£97,297.28",Lifetime Training Group Limited,Medium,3263608,BS8 1EJ,Stockport- Services to People
6021,Stockport Council,Catherine Judge,261520-Human Resources : Training & Conferences : Training,Apprentice Training and End-point Assessments ,Call Off (External),Call Off (External),02/01/2018,36,48,02/01/2021,No,02/01/2022,02/01/2020,"Â£24,324.32","Â£97,297.28",Macclesfield College,Medium,-,SK11 8LF,Stockport- Services to People
6022,Stockport Council,Catherine Judge,261520-Human Resources : Training & Conferences : Training,Apprentice Training and End-point Assessments ,Call Off (External),Call Off (External),02/01/2018,36,48,02/01/2021,No,02/01/2022,02/01/2020,"Â£24,324.32","Â£97,297.28",Mantra Learning Limited,Medium,2743170,M24 1RU,Stockport- Services to People
6023,Stockport Council,Catherine Judge,261520-Human Resources : Training & Conferences : Training,Apprentice Training and End-point Assessments ,Call Off (External),Call Off (External),02/01/2018,36,48,02/01/2021,No,02/01/2022,02/01/2020,"Â£24,324.32","Â£97,297.28",MBKB Limited,Medium,7349835,WV14 9RL,Stockport- Services to People
6024,Stockport Council,Catherine Judge,261520-Human Resources : Training & Conferences : Training,Apprentice Training and End-point Assessments ,Call Off (External),Call Off (External),02/01/2018,36,48,02/01/2021,No,02/01/2022,02/01/2020,"Â£24,324.32","Â£97,297.28",North Lancs Training Group Limited,Medium,1948169,BB5 1EQ,Stockport- Services to People
6025,Stockport Council,Catherine Judge,261520-Human Resources : Training & Conferences : Training,Apprentice Training and End-point Assessments ,Call Off (External),Call Off (External),02/01/2018,36,48,02/01/2021,No,02/01/2022,02/01/2020,"Â£24,324.32","Â£97,297.28",People Plus Group Limited,Medium,5722765,NG2 1AE,Stockport- Services to People
6026,Stockport Council,Catherine Judge,261520-Human Resources : Training & Conferences : Training,Apprentice Training and End-point Assessments ,Call Off (External),Call Off (External),02/01/2018,36,48,02/01/2021,No,02/01/2022,02/01/2020,"Â£24,324.32","Â£97,297.28",Project Management (Staffordshire) Limited,Medium,1620399,ST5 0QW,Stockport- Services to People
6027,Stockport Council,Catherine Judge,261520-Human Resources : Training & Conferences : Training,Apprentice Training and End-point Assessments ,Call Off (External),Call Off (External),02/01/2018,36,48,02/01/2021,No,02/01/2022,02/01/2020,Approved supplier list maintained by the Council. Contact STAR Procurement for further details,Approved supplier list maintained by the Council. Contact STAR Procurement for further details,Premier People Solutions Limited,Medium,5997338,DN4 5NL,Stockport- Services to People
6028,Stockport Council,Catherine Judge,261520-Human Resources : Training & Conferences : Training,Apprentice Training and End-point Assessments ,Call Off (External),Call Off (External),02/01/2018,36,48,02/01/2021,No,02/01/2022,02/01/2020,"Â£24,324.32","Â£97,297.28",QA Limited,Medium,2413137,SL1 1SG,Stockport- Services to People
6029,Stockport Council,Catherine Judge,261520-Human Resources : Training & Conferences : Training,Apprentice Training and End-point Assessments ,Call Off (External),Call Off (External),02/01/2018,36,48,02/01/2021,No,02/01/2022,02/01/2020,"Â£24,324.32","Â£97,297.28",Rochdale Training Association Limited,Medium,897078,OL16 5NA,Stockport- Services to People
6030,Stockport Council,Catherine Judge,261520-Human Resources : Training & Conferences : Training,Apprentice Training and End-point Assessments ,Call Off (External),Call Off (External),02/01/2018,36,48,02/01/2021,No,02/01/2022,02/01/2020,"Â£24,324.32","Â£97,297.28",SHL Training Solutions Limited,Medium,6566149,SK6 6DE,Stockport- Services to People
6031,Stockport Council,Catherine Judge,261520-Human Resources : Training & Conferences : Training,Apprentice Training and End-point Assessments ,Call Off (External),Call Off (External),02/01/2018,36,48,02/01/2021,No,02/01/2022,02/01/2020,"Â£24,324.32","Â£97,297.28",Cheshire College - South and West (South Cheshire College and West Cheshire College),Medium,-,CW2 8AB,Stockport- Services to People
6032,Stockport Council,Catherine Judge,261520-Human Resources : Training & Conferences : Training,Apprentice Training and End-point Assessments ,Call Off (External),Call Off (External),02/01/2018,36,48,02/01/2021,No,02/01/2022,02/01/2020,"Â£24,324.32","Â£97,297.28",The Big Life Company Limited,Medium,4227431,M16 9AB,Stockport- Services to People
6033,Stockport Council,Catherine Judge,261520-Human Resources : Training & Conferences : Training,Apprentice Training and End-point Assessments ,Call Off (External),Call Off (External),02/01/2018,36,48,02/01/2021,No,02/01/2022,02/01/2020,"Â£24,324.32","Â£97,297.28",The Care Learning Centre Limited,Medium,4213323,PO30 5BF,Stockport- Services to People
6034,Stockport Council,Catherine Judge,261520-Human Resources : Training & Conferences : Training,Apprentice Training and End-point Assessments ,Call Off (External),Call Off (External),02/01/2018,36,48,02/01/2021,No,02/01/2022,02/01/2020,"Â£24,324.32","Â£97,297.28",Total People Limited,Medium,6380764,M11 2WH,Stockport- Services to People
6035,Stockport Council,Catherine Judge,261520-Human Resources : Training & Conferences : Training,Apprentice Training and End-point Assessments ,Call Off (External),Call Off (External),02/01/2018,36,48,02/01/2021,No,02/01/2022,02/01/2020,"Â£24,324.32","Â£97,297.28",Training Synergy Limited T/A Escalla,Medium,5333127,SW1P 2AL,Stockport- Services to People
6036,Stockport Council,Catherine Judge,261520-Human Resources : Training & Conferences : Training,Apprentice Training and End-point Assessments ,Call Off (External),Call Off (External),02/01/2018,36,48,02/01/2021,No,02/01/2022,02/01/2020,"Â£24,324.32","Â£97,297.28",University of Chester,Medium,-,CH1 4BJ,Stockport- Services to People
6037,Stockport Council,Catherine Judge,261520-Human Resources : Training & Conferences : Training,Apprentice Training and End-point Assessments ,Call Off (External),Call Off (External),02/01/2018,36,48,02/01/2021,No,02/01/2022,02/01/2020,"Â£24,324.32","Â£97,297.28",West Nottinghamshire College Educational Trust t/a Vision Business,Medium,8337041,NG18 5BH,Stockport- Services to People
6038,Stockport Council,Catherine Judge,261520-Human Resources : Training & Conferences : Training,Apprentice Training and End-point Assessments ,Call Off (External),Call Off (External),02/01/2018,36,48,02/01/2021,No,02/01/2022,02/01/2020,"Â£24,324.32","Â£97,297.28",ALDER CARE TRAINING LIMITED,Medium,5200309,L1 5AY,Stockport- Services to People
6039,Stockport Council,Catherine Judge,261520-Human Resources : Training & Conferences : Training,Apprentice Training and End-point Assessments ,Call Off (External),Call Off (External),02/01/2018,36,48,02/01/2021,No,02/01/2022,02/01/2020,"Â£24,324.32","Â£97,297.28",THE GROWTH COMPANY LIMITED,Medium,2443911,M1 5JW,Stockport- Services to People
6040,Stockport Council,Catherine Judge,261520-Human Resources : Training & Conferences : Training,Apprentice Training and End-point Assessments ,Call Off (External),Call Off (External),02/01/2018,36,48,02/01/2021,No,02/01/2022,02/01/2020,"Â£24,324.32","Â£97,297.28",REMIT GROUP LIMITED,Medium,6552314,W1W 5AB,Stockport- Services to People
6041,Stockport Council,Catherine Judge,261520-Human Resources : Training & Conferences : Training,Apprentice Training and End-point Assessments ,Call Off (External),Call Off (External),02/01/2018,36,48,02/01/2021,No,02/01/2022,02/01/2020,"Â£24,324.32","Â£97,297.28",SOLVO VIR LIMITED,Medium,7943590,M33 3HD,Stockport- Services to People
6042,Stockport Council,Catherine Judge,261520-Human Resources : Training & Conferences : Training,Apprentice Training and End-point Assessments ,Call Off (External),Call Off (External),02/01/2018,36,48,02/01/2021,No,02/01/2022,02/01/2020,"Â£24,324.32","Â£97,297.28",BARNSLEY COLLEGE,Medium,-,S70 2YW,Stockport- Services to People
6051,Stockport Council,Liam Gilmore,271440-Information Communication Technology : Software : ,ÂBetter-OffÂ software,Exemption,Contract,30/04/2018,36,36,31/03/2021,,31/03/2021,30/04/2019,"Â£18,000.00","Â£54,000.00",Looking Local Ltd,Small,11061996,TW11 8HG,Stockport- Corporate & Support Services
